run,time,capacitance_value,thermo_volt,temperature_C
1,2026-04-07T15:46:08,8.744350922113768e-11,0.1333387146626137,13.29
2,2026-04-07T15:46:11,8.639508253682111e-11,0.13186576065083955,13.141
3,2026-04-07T15:46:13,8.690061400425783e-11,0.1322498021016827,13.18
4,2026-04-07T15:46:16,8.69584304404551e-11,0.13514442508676439,13.472
5,2026-04-07T15:46:18,8.699579307631398e-11,0.13269466999349788,13.225
6,2026-04-07T15:46:20,8.693996497909844e-11,0.13613673094732803,13.572
7,2026-04-07T15:46:23,8.698229837669215e-11,0.1319850281821573,13.153
8,2026-04-07T15:46:25,8.708333295669516e-11,0.13219493903727653,13.174
9,2026-04-07T15:46:28,8.738193660263308e-11,0.13148410455062276,13.103
10,2026-04-07T15:46:30,8.58026634663636e-11,0.13006839895388111,12.96
11,2026-04-07T15:46:33,8.678102340904035e-11,0.13027115375712128,12.98
12,2026-04-07T15:46:35,8.730044894421096e-11,0.12793470281860664,12.744
13,2026-04-07T15:46:37,8.704946782387987e-11,0.12681716605015936,12.632
14,2026-04-07T15:46:40,8.178238490913712e-11,0.12555770091944396,12.504
15,2026-04-07T15:46:42,8.76086919549018e-11,0.12311390920274334,12.258
16,2026-04-07T15:46:45,8.759980920727926e-11,0.12371143953464525,12.318
17,2026-04-07T15:46:47,8.717887054323198e-11,0.1307625359861504,13.03
18,2026-04-07T15:46:49,8.551283918635133e-11,0.12814699902435223,12.766
19,2026-04-07T15:46:52,8.641832748337122e-11,0.1322760409585726,13.183
20,2026-04-07T15:46:54,8.605045519680529e-11,0.14499353782298385,14.465
21,2026-04-07T15:46:57,8.647066582090052e-11,0.14722264798331253,14.69
22,2026-04-07T15:46:59,8.835417707992003e-11,0.14887211794143695,14.856
23,2026-04-07T15:47:02,9.057602540803992e-11,0.15062535065180782,15.032
24,2026-04-07T15:47:04,8.659837414456194e-11,0.14092532232973554,14.055
25,2026-04-07T15:47:07,8.609175988258742e-11,0.1391971358009414,13.881
26,2026-04-07T15:47:09,8.626679160850674e-11,0.1436947144069336,14.334
27,2026-04-07T15:47:12,8.717818832169238e-11,0.13906117081523917,13.867
28,2026-04-07T15:47:14,8.695094661957017e-11,0.14343113316272138,14.308
29,2026-04-07T15:47:16,8.736408767663848e-11,0.1486204634503565,14.83
30,2026-04-07T15:47:19,8.393383753180629e-11,0.14821733919450253,14.79
31,2026-04-07T15:47:21,8.713888571355398e-11,0.1489222103045904,14.861
32,2026-04-07T15:47:24,8.713850788580534e-11,0.15087342711694873,15.057
33,2026-04-07T15:47:26,8.825306054452611e-11,0.14937423424828467,14.906
34,2026-04-07T15:47:29,8.683383061411126e-11,0.15452301357527176,15.425
35,2026-04-07T15:47:31,9.284368456635513e-11,0.15324446563954552,15.296
36,2026-04-07T15:47:34,8.767962766622799e-11,0.14871707015072388,14.84
37,2026-04-07T15:47:37,8.701482332136056e-11,0.14917505747098403,14.886
38,2026-04-07T15:47:39,8.726242511534893e-11,0.15188839380846275,15.16
39,2026-04-07T15:47:41,8.77367609329413e-11,0.15261354039887465,15.233
40,2026-04-07T15:47:44,8.71223604792164e-11,0.14900331222588648,14.869
41,2026-04-07T15:47:46,8.670555574447896e-11,0.1549702668177133,15.47
42,2026-04-07T15:47:49,8.722855939970483e-11,0.15265170600889633,15.236
43,2026-04-07T15:47:51,8.713471776611279e-11,0.15034745730383747,15.004
44,2026-04-07T15:47:53,8.751440017992293e-11,0.1498429556463634,14.954
45,2026-04-07T15:47:56,8.726852369786665e-11,0.1548545773123351,15.458
46,2026-04-07T15:47:58,8.726231570107738e-11,0.1524728047119197,15.218
47,2026-04-07T15:48:00,8.807102426265733e-11,0.15596138000296378,15.57
48,2026-04-07T15:48:03,8.752129920597474e-11,0.15936408267145907,15.912
49,2026-04-07T15:48:05,8.697178306146313e-11,0.1549022843248622,15.463
50,2026-04-07T15:48:08,8.502897585021922e-11,0.15738066362564496,15.712
51,2026-04-07T15:48:10,8.706942925104848e-11,0.15271849582643426,15.243
52,2026-04-07T15:48:12,8.707584490295562e-11,0.15890013197463304,15.865
