run,frequency_hz,gain_db
1,69504.3021873521,-16.10809279911052
1,69770.60036069778,-16.07448440734759
1,70037.91882652741,-16.04590526994843
1,70306.26149398072,-16.007079463574
1,70575.63228717483,-15.96266134113128
1,70846.03514526163,-15.93298750767949
1,71117.47402248552,-15.88986607936898
1,71389.95288824113,-15.85309104332479
1,71663.47572713137,-15.81651371810778
1,71938.04653902577,-15.77092718938676
1,72213.66933911892,-15.73393919707308
1,72490.34815798911,-15.69419588256557
1,72768.08704165746,-15.64862816754432
1,73046.89005164694,-15.61638624413563
1,73326.76126504174,-15.57209303404379
1,73607.70477454706,-15.53634442468278
1,73889.7246885488,-15.49063573244356
1,74172.82513117371,-15.44173776913172
1,74457.01024234963,-15.40699822023758
1,74742.28417786615,-15.36093464425677
1,75028.65110943532,-15.31791160801203
1,75316.11522475258,-15.2711667618054
1,75604.68072755811,-15.22612656652719
1,75894.35183769831,-15.18122698631828
1,76185.1327911874,-15.13363917758878
1,76477.02784026941,-15.08640125805652
1,76770.04125348046,-15.03725682929329
1,77064.17731571104,-14.98931336559622
1,77359.44032826876,-14.93611904568653
1,77655.8346089412,-14.89020496393996
1,77953.36449205909,-14.84307227956687
1,78252.03432855966,-14.79624855911804
1,78551.84848605032,-14.73257154229756
1,78852.81134887243,-14.68086753896013
1,79154.92731816556,-14.62742399597298
1,79458.2008119317,-14.57596452885851
1,79762.63626509995,-14.52154829861959
1,80068.23812959137,-14.4663507794702
1,80375.01087438405,-14.411861830867
1,80682.95898557853,-14.35576957355538
1,80992.0869664633,-14.29644117146372
1,81302.39933758076,-14.23991304976398
1,81613.90063679323,-14.18103283860626
1,81926.5954193494,-14.12463649710216
1,82240.48825795084,-14.0648922098724
1,82555.583742819,-14.00375451564778
1,82871.88648176222,-13.94624801998173
1,83189.40110024317,-13.88339080369392
1,83508.13224144647,-13.82135788876949
1,83828.08456634659,-13.75194201998965
1,84149.26275377604,-13.69149106601675
1,84471.67150049376,-13.62342804738094
1,84795.31552125381,-13.56589660761302
1,85120.19954887428,-13.50348872604834
1,85446.32833430661,-13.4378484779588
1,85773.70664670494,-13.36966947714614
1,86102.33927349592,-13.30304127663479
1,86432.2310204487,-13.229599612473
1,86763.38671174522,-13.17009983399937
1,87095.81119005075,-13.0895627254366
1,87429.50931658468,-13.02450955569826
1,87764.48597119168,-12.94864891111177
1,88100.74605241296,-12.88126579054468
1,88438.29447755801,-12.80622769547063
1,88777.13618277643,-12.73455798142174
