run,time,capacitance_value,thermo_volt,temperature_C
1,2026-04-09T10:38:16,1.526899181173316e-10,0.24840922155328826,25.286
2,2026-04-09T10:38:18,1.5269101901335255e-10,0.24251979085681796,24.658
3,2026-04-09T10:38:21,1.5221620925511912e-10,0.2464126830790292,25.073
4,2026-04-09T10:38:23,1.5310322652856888e-10,0.2452271638177308,24.946
5,2026-04-09T10:38:26,1.5302648897942768e-10,0.24646396811749582,25.078
6,2026-04-09T10:38:28,1.5227348431613794e-10,0.24135693242646994,24.534
7,2026-04-09T10:38:31,1.5328584619750288e-10,0.24270227017973411,24.677
8,2026-04-09T10:38:33,1.5300430611052956e-10,0.24541441384189966,24.966
9,2026-04-09T10:38:36,1.531059260722914e-10,0.24341906804295377,24.753
10,2026-04-09T10:38:38,1.5321182728759222e-10,0.23595411325777604,23.957
11,2026-04-09T10:38:41,1.6501348745948468e-10,0.2302996395980017,23.353
12,2026-04-09T10:38:43,1.4941864476521608e-10,0.22554086509842364,22.845
13,2026-04-09T10:38:45,1.5276570277832398e-10,0.2194689550790372,22.195
14,2026-04-09T10:38:48,1.5054892303536822e-10,0.22344891259911037,22.621
15,2026-04-09T10:38:50,1.5237850412204875e-10,0.22279413385217595,22.551
16,2026-04-09T10:38:53,1.5174069226590098e-10,0.21071829630625416,21.259
17,2026-04-09T10:38:55,1.514377791015751e-10,0.21895371934374452,22.14
18,2026-04-09T10:38:58,1.5256355857730885e-10,0.2137846645364334,21.587
19,2026-04-09T10:39:00,1.5191720334161492e-10,0.21434283658300046,21.647
20,2026-04-09T10:39:02,1.528666792209015e-10,0.22006767808625227,22.259
21,2026-04-09T10:39:05,1.5154274671103897e-10,0.20360756608909014,20.497
22,2026-04-09T10:39:07,1.5176225452880837e-10,0.21270171535206828,21.471
23,2026-04-09T10:39:10,1.5279128868477665e-10,0.21618074924060693,21.844
24,2026-04-09T10:39:12,1.5206512275229113e-10,0.20541566186386717,20.691
25,2026-04-09T10:39:15,1.5239306328232824e-10,0.2166959849758996,21.899
26,2026-04-09T10:39:17,1.5203851815582716e-10,0.21594340685328461,21.818
27,2026-04-09T10:39:19,1.5204564345876014e-10,0.2022180993492384,20.348
28,2026-04-09T10:39:22,1.5253492789779174e-10,0.20946360187679147,21.124
29,2026-04-09T10:39:24,1.5216674522047667e-10,0.2138120960686365,21.59
30,2026-04-09T10:39:27,1.5298795680499014e-10,0.2044782190677097,20.59
31,2026-04-09T10:39:29,1.5192929776141033e-10,0.20560768258928874,20.711
32,2026-04-09T10:39:31,1.5382608406983233e-10,0.19848979632024566,19.949
33,2026-04-09T10:39:34,1.5178494656428373e-10,0.19949164358331473,20.056
34,2026-04-09T10:39:36,1.5230882115985028e-10,0.19364276384749246,19.429
35,2026-04-09T10:39:39,1.5218379243651045e-10,0.20039092076945053,20.152
36,2026-04-09T10:39:41,1.5204740897590436e-10,0.2014452457462994,20.265
37,2026-04-09T10:39:43,1.5301907328182243e-10,0.20686714772000414,20.846
38,2026-04-09T10:39:46,1.518655177488066e-10,0.19624160335490615,19.707
39,2026-04-09T10:39:49,1.5219118239435716e-10,0.1979113487933546,19.887
40,2026-04-09T10:39:51,1.5153386261535389e-10,0.19325037366945708,19.387
41,2026-04-09T10:39:54,1.575184256642681e-10,0.20307682557472617,20.44
42,2026-04-09T10:39:56,1.5217339424645664e-10,0.1888255482575687,18.912
43,2026-04-09T10:39:58,1.5245316365995636e-10,0.18730965793452015,18.749
44,2026-04-09T10:40:01,1.5226599214354688e-10,0.20692916683628937,20.853
45,2026-04-09T10:40:03,1.522446414583105e-10,0.19938549548044193,20.045
46,2026-04-09T10:40:06,1.5202826750776601e-10,0.19839915299644417,19.939
47,2026-04-09T10:40:08,1.5189504510654395e-10,0.20552658066799268,20.703
48,2026-04-09T10:40:11,1.5210513887073643e-10,0.21067058929372706,21.254
49,2026-04-09T10:40:13,1.5193835550649658e-10,0.21110949380897637,21.301
50,2026-04-09T10:40:16,1.5189239045375892e-10,0.21022333605128551,21.206
51,2026-04-09T10:40:18,1.5197396459920946e-10,0.20710568278263963,20.872
52,2026-04-09T10:40:21,1.5210401366089847e-10,0.1915663161272505,19.206
53,2026-04-09T10:40:23,1.5203535903195454e-10,0.18114352656539268,18.087
54,2026-04-09T10:40:26,1.519722550246849e-10,0.1928627541926744,19.345
55,2026-04-09T10:40:28,1.5210703835929793e-10,0.20805743768255525,20.974
56,2026-04-09T10:40:30,1.5209276238303412e-10,0.2078212879705461,20.949
57,2026-04-09T10:40:33,1.521178126516586e-10,0.20585218102849012,20.738
58,2026-04-09T10:40:35,1.5069231184980663e-10,0.20110056258079112,20.228
59,2026-04-09T10:40:38,1.5211240928529205e-10,0.20418005023941532,20.558
60,2026-04-09T10:40:40,1.3228221669760917e-10,0.2055194246161136,20.702
61,2026-04-09T10:40:42,1.5218296568256363e-10,0.20165396392610546,20.288
62,2026-04-09T10:40:45,1.522755112931038e-10,0.20400830499431777,20.54
63,2026-04-09T10:40:47,1.522916446770834e-10,0.19876053361633694,19.978
64,2026-04-09T10:40:50,1.5179683908664732e-10,0.19968247163342312,20.076
65,2026-04-09T10:40:52,1.5225313457511899e-10,0.20280131757738218,20.411
66,2026-04-09T10:40:55,1.5215291992087999e-10,0.2038007794898249,20.518
67,2026-04-09T10:40:57,1.5323294543976466e-10,0.20555878290144847,20.706
68,2026-04-09T10:41:00,1.519676693450985e-10,0.20404527792902627,20.544
69,2026-04-09T10:41:02,1.52649005135094e-10,0.20589392466445133,20.742
70,2026-04-09T10:41:05,1.5213432512378807e-10,0.2055408927717508,20.704
71,2026-04-09T10:41:07,1.523472820462079e-10,0.2049481331411016,20.641
72,2026-04-09T10:41:10,1.486598323657158e-10,0.20498987677706282,20.645
73,2026-04-09T10:41:12,1.5284246896294252e-10,0.2050220790105186,20.649
74,2026-04-09T10:41:14,1.5274074877173343e-10,0.20334279216956475,20.469
75,2026-04-09T10:41:17,1.5250021471081695e-10,0.19724702864391475,19.815
76,2026-04-09T10:41:19,1.521224903400485e-10,0.16949705213221478,16.834
77,2026-04-09T10:41:22,1.5248105993601835e-10,0.164236161325789,16.268
78,2026-04-09T10:41:24,1.5262915882916684e-10,0.16874805203553933,16.754
79,2026-04-09T10:41:27,1.4916175489139754e-10,0.16834612045499853,16.711
80,2026-04-09T10:41:29,1.526182951479406e-10,0.18607046828412876,18.616
81,2026-04-09T10:41:32,1.5230876139310866e-10,0.18167545975506982,18.144
82,2026-04-09T10:41:34,1.5330979814280145e-10,0.16197961963325724,16.025
83,2026-04-09T10:41:36,1.480398351614812e-10,0.16441506262276562,16.287
84,2026-04-09T10:41:39,1.528172700621931e-10,0.17258488851803122,17.167
85,2026-04-09T10:41:41,2.5167414510520945e-11,0.16171365303841867,15.997
86,2026-04-09T10:41:44,1.5276170276679192e-10,0.16129740935411974,15.952
87,2026-04-09T10:41:46,1.529921626101376e-10,0.17722797351223107,17.666
88,2026-04-09T10:41:49,1.5264582966240169e-10,0.18483485665967692,18.483
89,2026-04-09T10:41:51,1.5323225448500271e-10,0.18425283110684632,18.421
90,2026-04-09T10:41:53,1.5267880269562809e-10,0.17864129375834636,17.818
91,2026-04-09T10:41:56,1.5292156208135002e-10,0.1813916030305336,18.113
92,2026-04-09T10:41:58,1.5265885215655052e-10,0.17726256109631322,17.67
93,2026-04-09T10:42:01,1.5304938178609215e-10,0.17440968174719274,17.363
94,2026-04-09T10:42:03,1.5301954403641133e-10,0.17551290641188189,17.481
95,2026-04-09T10:42:06,1.5264486760335702e-10,0.17546042869810208,17.476
96,2026-04-09T10:42:08,1.536391783738084e-10,0.1927470646872962,19.333
97,2026-04-09T10:42:11,1.5371282162502545e-10,0.19612472117421476,19.695
98,2026-04-09T10:42:13,1.5371961922834603e-10,0.1881695768353211,18.841
99,2026-04-09T10:42:16,1.5381366984764157e-10,0.18585697940307,18.593
100,2026-04-09T10:42:18,1.5372643656011448e-10,0.18621239664639688,18.631
101,2026-04-09T10:42:21,1.532044196037453e-10,0.18300410005394951,18.287
102,2026-04-09T10:42:23,1.536731558048974e-10,0.18350502368548405,18.34
103,2026-04-09T10:42:26,1.5336828585711154e-10,0.18178518588388215,18.156
104,2026-04-09T10:42:28,1.53322687647049e-10,0.18411686612114408,18.406
105,2026-04-09T10:42:31,1.534284069222268e-10,0.1801214038219996,17.977
106,2026-04-09T10:42:33,1.5350244127205807e-10,0.17769669491030982,17.716
107,2026-04-09T10:42:35,1.5394642726074292e-10,0.1802168178470538,17.987
108,2026-04-09T10:42:38,1.5355938516720948e-10,0.17684989543795382,17.625
109,2026-04-09T10:42:40,1.5615611056025674e-10,0.17619630936633257,17.555
110,2026-04-09T10:42:43,1.5366980873195542e-10,0.17585281887613746,17.518
111,2026-04-09T10:42:45,1.5335009868344238e-10,0.1740196769197837,17.321
112,2026-04-09T10:42:47,1.5353820132023567e-10,0.16961989768947205,16.848
113,2026-04-09T10:42:50,1.5331873947402906e-10,0.1628132996771683,16.115
114,2026-04-09T10:42:52,1.5285359815447731e-10,0.1667491282106539,16.539
115,2026-04-09T10:42:55,1.5340296377947604e-10,0.16465001965946158,16.313
116,2026-04-09T10:42:58,1.53879610912265e-10,0.171104778454378,17.007
117,2026-04-09T10:43:00,1.5365589695926936e-10,0.16933484828962264,16.817
118,2026-04-09T10:43:02,1.5357308119271476e-10,0.16641517912296422,16.503
