run,time,capacitance_value,thermo_volt,temperature_C
1,2026-04-08T16:49:15,1.6689925936498727e-10,0.25523132434466334,26.013
2,2026-04-08T16:49:18,1.6647944869991261e-10,0.25346855023178705,25.825
3,2026-04-08T16:49:20,1.6668686017137475e-10,0.2528793686270774,25.762
4,2026-04-08T16:49:22,1.6623740399402337e-10,0.2555080250173205,26.042
5,2026-04-08T16:49:25,1.66424096650215e-10,0.24844619448799676,25.29
6,2026-04-08T16:49:27,1.6804171615516808e-10,0.24954107042549367,25.406
7,2026-04-08T16:49:30,1.67705569980768e-10,0.2439939375439053,24.815
8,2026-04-08T16:49:32,1.6536175278572158e-10,0.23683072961296148,24.05
9,2026-04-08T16:49:35,1.6473843690373865e-10,0.2357501657792227,23.935
10,2026-04-08T16:49:37,1.650569079406836e-10,0.21065508451465575,21.252
11,2026-04-08T16:49:40,1.6542380418755409e-10,0.2092763518526226,21.104
12,2026-04-08T16:49:42,1.65541693483035e-10,0.20461656940403827,20.605
13,2026-04-08T16:49:45,1.6490942560335345e-10,0.20045890326230165,20.16
14,2026-04-08T16:49:47,1.6355900739664027e-10,0.1888303189588214,18.912
15,2026-04-08T16:49:49,1.6484190415532876e-10,0.18096343259310288,18.067
16,2026-04-08T16:49:52,1.625395278591307e-10,0.18178637855919533,18.156
17,2026-04-08T16:49:54,1.6420067582384218e-10,0.17835028098193106,17.787
18,2026-04-08T16:49:57,1.6402384717503136e-10,0.18104572718971212,18.076
19,2026-04-08T16:49:59,1.6375701876819367e-10,0.18018103758765847,17.983
20,2026-04-08T16:50:02,1.636677402918395e-10,0.1772530196938078,17.669
21,2026-04-08T16:50:04,1.6351058031063642e-10,0.17479610854866223,17.404
22,2026-04-08T16:50:06,1.6387653060778128e-10,0.1748927152490296,17.415
23,2026-04-08T16:50:09,1.63943578695138e-10,0.17315140929179051,17.228
24,2026-04-08T16:50:11,1.6424615991830765e-10,0.16430295114332694,16.275
